loan_id,customer_id,disbursement_date,loan_amount,interest_rate,tenure_months,loan_type,emi_amount,current_status
LN12876,CUST02806,2022-10-01,412735,11.32,36,Auto Loan,13575,ACTIVE
LN12877,CUST04630,2021-07-17,795649,9.09,48,Auto Loan,19833,DEFAULT
LN12878,CUST05467,2022-02-25,2323957,15.95,240,Personal Loan,32245,ACTIVE
LN12879,CUST02191,2021-06-06,102887,13.66,24,Auto Loan,4923,ACTIVE
LN12880,CUST01168,2024-09-12,1538738,15.15,120,Home Loan,24966,ACTIVE
LN12881,CUST03230,2023-07-03,552033,10.77,36,Auto Loan,18012,ACTIVE
LN12882,CUST05051,2022-02-13,153352,14.42,12,Personal Loan,13799,ACTIVE
LN12883,CUST02704,2021-06-28,1838373,16.78,24,Personal Loan,90699,ACTIVE
LN12884,CUST03655,2022-01-13,214141,18.09,48,Home Loan,6300,CLOSED
LN12885,CUST01879,2024-04-03,250473,9.76,36,Education Loan,8053,ACTIVE
LN12886,CUST09321,2021-07-20,60698,16.84,240,Education Loan,882,CLOSED
LN12887,CUST03644,2021-01-05,154782,8.93,240,Auto Loan,1385,DEFAULT
LN12888,CUST06617,2022-12-14,651941,10.2,180,Home Loan,7085,ACTIVE
LN12889,CUST03470,2021-07-12,553768,16.28,180,Home Loan,8241,CLOSED
LN12890,CUST09972,2024-11-26,191939,11.3,24,Auto Loan,8972,ACTIVE
LN12891,CUST01491,2020-06-11,125229,9.26,48,Education Loan,3131,ACTIVE
LN12892,CUST03290,2024-09-09,51750,18.28,24,Personal Loan,2590,ACTIVE
LN12893,CUST09147,2023-06-20,1002254,18.11,24,Business Loan,50089,ACTIVE
LN12894,CUST06467,2024-11-05,634858,9.04,48,Education Loan,15810,CLOSED
LN12895,CUST03133,2021-06-16,104611,12.23,48,Education Loan,2766,DEFAULT
LN12896,CUST01688,2024-12-26,742011,15.63,120,Business Loan,12259,CLOSED
LN12897,CUST00315,2023-12-02,670611,14.68,36,Education Loan,23141,CLOSED
LN12898,CUST07108,2020-01-10,2303883,8.67,60,Auto Loan,47456,DELINQUENT
LN12899,CUST09060,2021-02-14,904043,11.61,240,Auto Loan,9709,ACTIVE
LN12900,CUST05409,2022-08-24,450761,18.05,48,Business Loan,13252,ACTIVE
LN12901,CUST01217,2020-06-02,290341,10.82,180,Home Loan,3267,ACTIVE
LN12902,CUST04228,2023-01-18,293531,15.59,240,Home Loan,3993,CLOSED
LN12903,CUST06823,2023-01-16,130734,12.66,60,Personal Loan,2951,ACTIVE
LN12904,CUST04238,2021-11-23,138669,10.11,12,Auto Loan,12198,ACTIVE
LN12905,CUST09381,2024-04-21,216616,11.03,120,Education Loan,2987,ACTIVE
LN12906,CUST06789,2022-01-13,775854,11.66,60,Home Loan,17125,ACTIVE
LN12907,CUST02731,2024-03-26,453761,10.32,240,Auto Loan,4475,ACTIVE
LN12908,CUST08240,2024-09-29,261449,10.04,12,Auto Loan,22990,ACTIVE
LN12909,CUST01142,2021-12-14,378503,8.87,48,Education Loan,9395,DELINQUENT
LN12910,CUST08259,2021-07-09,792831,17.43,120,Home Loan,13995,ACTIVE
LN12911,CUST00442,2022-07-20,318702,9.86,240,Business Loan,3046,ACTIVE
LN12912,CUST08869,2021-02-07,120917,16.58,36,Business Loan,4285,ACTIVE
LN12913,CUST02587,2024-05-05,217659,12.37,180,Home Loan,2664,ACTIVE
LN12914,CUST07607,2021-11-28,271868,15.04,60,Personal Loan,6473,CLOSED
LN12915,CUST04262,2021-09-10,161680,14.22,24,Auto Loan,7779,CLOSED
LN12916,CUST06380,2021-01-17,693887,17.88,24,Home Loan,34601,ACTIVE
LN12917,CUST03310,2023-12-23,2800831,14.54,120,Home Loan,44401,DELINQUENT
LN12918,CUST00310,2022-01-18,78001,13.6,12,Home Loan,6988,ACTIVE
LN12919,CUST05087,2020-09-18,310176,14.65,180,Auto Loan,4267,DELINQUENT
LN12920,CUST00213,2021-07-07,88825,11.18,240,Personal Loan,927,ACTIVE
LN12921,CUST05873,2021-08-26,441777,13.92,120,Auto Loan,6838,DELINQUENT
LN12922,CUST03588,2024-12-31,367169,14.42,48,Education Loan,10110,DEFAULT
LN12923,CUST08444,2020-04-02,2603089,14.14,12,Home Loan,233895,ACTIVE
LN12924,CUST09553,2022-10-06,798453,17.76,24,Business Loan,39769,ACTIVE
LN12925,CUST02091,2020-03-04,794063,12.86,12,Personal Loan,70871,ACTIVE
LN12926,CUST01697,2020-01-05,761451,14.54,12,Business Loan,68562,DELINQUENT
LN12927,CUST00398,2022-09-10,553817,9.68,60,Education Loan,11679,DELINQUENT
LN12928,CUST03409,2020-09-25,548850,16.86,120,Auto Loan,9490,CLOSED
LN12929,CUST00474,2024-01-27,1870464,17.95,120,Home Loan,33642,DELINQUENT
LN12930,CUST05660,2020-10-18,179395,13.77,120,Education Loan,2760,CLOSED
LN12931,CUST03976,2021-03-13,107482,14.57,48,Business Loan,2967,ACTIVE
LN12932,CUST07997,2022-09-05,145972,15.41,180,Auto Loan,2084,CLOSED
LN12933,CUST03945,2024-01-05,622558,14.26,120,Business Loan,9763,CLOSED
LN12934,CUST08627,2020-01-07,89538,18.19,48,Business Loan,2639,ACTIVE
LN12935,CUST09922,2024-11-29,1708060,9.8,12,Business Loan,150006,ACTIVE
LN12936,CUST04968,2022-01-09,1127508,18.17,240,Business Loan,17548,ACTIVE
LN12937,CUST05070,2023-04-07,237260,9.51,24,Business Loan,10894,DELINQUENT
LN12938,CUST06262,2020-10-01,1901329,17.3,60,Home Loan,47560,CLOSED
LN12939,CUST06080,2023-12-18,165254,11.18,12,Auto Loan,14619,ACTIVE
LN12940,CUST09198,2024-08-15,178080,18.45,36,Business Loan,6478,DELINQUENT
LN12941,CUST09588,2021-03-03,2008890,9.08,120,Personal Loan,25534,ACTIVE
LN12942,CUST02999,2024-07-15,746725,18.18,48,Auto Loan,22005,DEFAULT
LN12943,CUST02981,2023-06-18,210362,11.9,60,Education Loan,4668,CLOSED
LN12944,CUST09771,2024-07-09,361969,12.46,12,Business Loan,32238,ACTIVE
LN12945,CUST05067,2024-07-15,83660,13.66,180,Auto Loan,1095,ACTIVE
LN12946,CUST00814,2020-07-23,1256782,17.54,180,Education Loan,19824,ACTIVE
LN12947,CUST08972,2021-06-27,1876226,15.4,240,Personal Loan,25262,DELINQUENT
LN12948,CUST07480,2024-12-08,1806166,15.58,60,Personal Loan,43520,ACTIVE
LN12949,CUST09334,2020-03-22,82803,18.31,36,Business Loan,3006,DELINQUENT
LN12950,CUST06181,2021-01-13,322364,11.67,12,Auto Loan,28591,DEFAULT
LN12951,CUST01747,2020-12-12,223045,17.6,120,Education Loan,3961,ACTIVE
LN12952,CUST05736,2021-06-25,776652,15.58,120,Auto Loan,12807,ACTIVE
LN12953,CUST05156,2023-08-15,119186,9.73,240,Home Loan,1128,ACTIVE
LN12954,CUST07740,2020-11-06,434442,17.96,24,Home Loan,21680,DELINQUENT
LN12955,CUST08112,2024-10-10,277265,17.69,180,Education Loan,4403,ACTIVE
LN12956,CUST07637,2024-04-18,279041,8.73,48,Education Loan,6908,ACTIVE
LN12957,CUST02846,2020-02-02,614618,15.98,240,Business Loan,8541,CLOSED
LN12958,CUST04307,2024-03-12,217629,10.49,12,Home Loan,19182,ACTIVE
LN12959,CUST02116,2022-08-06,557640,15.95,24,Personal Loan,27290,ACTIVE
LN12960,CUST00072,2021-09-11,609170,9.65,120,Education Loan,7932,ACTIVE
LN12961,CUST00821,2024-03-26,156202,17.9,240,Auto Loan,2398,ACTIVE
LN12962,CUST08779,2021-04-26,2381128,9.01,180,Personal Loan,24165,ACTIVE
LN12963,CUST07460,2023-08-11,313264,17.4,12,Education Loan,28630,DELINQUENT
LN12964,CUST04253,2021-10-20,173454,10.04,24,Education Loan,8007,ACTIVE
LN12965,CUST08526,2024-06-19,2572522,16.67,180,Personal Loan,38991,CLOSED
LN12966,CUST06794,2021-02-15,1620955,17.71,240,Auto Loan,24655,DEFAULT
LN12967,CUST09422,2021-12-03,693376,16.91,12,Business Loan,63209,ACTIVE
LN12968,CUST07298,2024-09-14,547596,14.04,60,Home Loan,12752,DEFAULT
LN12969,CUST07150,2020-01-14,2995711,17.45,60,Personal Loan,75177,ACTIVE
LN12970,CUST04789,2024-04-10,150098,11.23,120,Personal Loan,2087,CLOSED
LN12971,CUST04515,2022-06-08,496409,11.06,180,Personal Loan,5660,ACTIVE
LN12972,CUST04300,2024-02-24,236566,10.62,60,Business Loan,5098,ACTIVE
LN12973,CUST01938,2020-06-21,760874,16.75,120,Auto Loan,13103,ACTIVE
LN12974,CUST05295,2020-02-06,262905,15.18,240,Personal Loan,3496,ACTIVE
LN12975,CUST04827,2021-06-10,364322,17.19,36,Auto Loan,13023,ACTIVE
LN12976,CUST02907,2022-01-28,360299,16.87,36,Personal Loan,12822,CLOSED
LN12977,CUST09985,2022-06-20,714640,16.11,12,Business Loan,64877,DELINQUENT
LN12978,CUST03175,2023-09-02,658705,9.23,36,Business Loan,21017,DELINQUENT
LN12979,CUST04304,2020-03-06,158200,15.61,24,Personal Loan,7716,ACTIVE
LN12980,CUST07995,2022-07-04,786284,11.19,24,Home Loan,36716,ACTIVE
LN12981,CUST01068,2023-06-14,507130,17.95,120,Personal Loan,9121,ACTIVE
LN12982,CUST03748,2023-09-26,1327324,15.4,12,Auto Loan,120052,CLOSED
LN12983,CUST08929,2021-07-12,241947,12.09,24,Education Loan,11399,DEFAULT
LN12984,CUST03197,2021-02-28,1085213,13.25,120,Business Loan,16363,ACTIVE
LN12985,CUST02244,2020-09-21,791879,16.66,60,Auto Loan,19535,ACTIVE
LN12986,CUST03045,2020-08-13,78111,9.37,36,Business Loan,2497,ACTIVE
LN12987,CUST06930,2023-08-17,659613,10.31,24,Education Loan,30532,ACTIVE
LN12988,CUST04100,2021-03-31,681341,17.1,240,Personal Loan,10045,ACTIVE
LN12989,CUST08617,2021-04-12,341281,16.49,24,Education Loan,16790,ACTIVE
LN12990,CUST04044,2020-08-15,1198422,15.69,24,Home Loan,58501,DELINQUENT
LN12991,CUST04190,2024-12-29,225491,16.74,12,Education Loan,20538,DELINQUENT
LN12992,CUST09158,2020-11-30,2242509,12.46,120,Education Loan,32772,ACTIVE
LN12993,CUST07925,2024-02-17,2984358,16.14,240,Personal Loan,41833,DEFAULT
LN12994,CUST09649,2024-01-14,392606,13.23,24,Auto Loan,18707,ACTIVE
LN12995,CUST01617,2021-04-25,187407,16.99,60,Education Loan,4656,ACTIVE
LN12996,CUST09540,2023-02-12,234333,16.15,24,Home Loan,11490,ACTIVE
LN12997,CUST03805,2024-04-11,651934,16.69,180,Home Loan,9890,DEFAULT
LN12998,CUST04911,2023-08-14,1152076,17.09,36,Education Loan,41126,ACTIVE
LN12999,CUST08154,2024-06-04,127952,14.91,24,Auto Loan,6198,ACTIVE
LN13000,CUST04528,2020-04-22,256952,13.81,240,Education Loan,3159,CLOSED
LN13001,CUST09651,2023-10-24,545900,15.31,240,Personal Loan,7313,ACTIVE
LN13002,CUST04266,2022-07-25,783027,10.19,180,Personal Loan,8505,ACTIVE
LN13003,CUST06939,2022-10-10,209718,17.63,120,Education Loan,3728,CLOSED
LN13004,CUST08614,2021-10-08,2586888,10.56,36,Education Loan,84153,ACTIVE
LN13005,CUST05391,2022-08-28,559131,9.5,60,Education Loan,11742,ACTIVE
LN13006,CUST01329,2020-11-22,190866,11.51,240,Personal Loan,2036,ACTIVE
LN13007,CUST05842,2020-10-26,83179,13.27,240,Education Loan,990,ACTIVE
LN13008,CUST02734,2020-08-13,153694,9.43,60,Personal Loan,3222,ACTIVE
LN13009,CUST03998,2022-05-07,612255,12.48,36,Home Loan,20476,DELINQUENT
LN13010,CUST07294,2021-08-02,378413,17.28,48,Education Loan,10974,CLOSED
LN13011,CUST00234,2020-12-08,267104,14.26,12,Auto Loan,24015,ACTIVE
LN13012,CUST00727,2020-06-02,963628,13.83,60,Business Loan,22337,CLOSED
LN13013,CUST07079,2023-11-13,1327005,15.45,240,Business Loan,17916,ACTIVE
LN13014,CUST05123,2020-03-03,887989,16.04,120,Education Loan,14897,ACTIVE
LN13015,CUST08012,2022-09-22,705490,12.89,24,Home Loan,33503,CLOSED
LN13016,CUST03422,2020-08-09,519034,14.08,36,Auto Loan,17759,ACTIVE
LN13017,CUST05110,2023-05-01,2214396,9.16,240,Home Loan,20151,ACTIVE
LN13018,CUST06422,2020-06-13,2990747,12.14,120,Education Loan,43150,ACTIVE
LN13019,CUST01638,2022-06-09,152034,12.07,180,Personal Loan,1831,ACTIVE
LN13020,CUST09161,2023-07-04,87936,13.7,36,Personal Loan,2992,DELINQUENT
LN13021,CUST07282,2024-09-23,1529774,13.51,120,Auto Loan,23303,ACTIVE
LN13022,CUST02900,2022-05-15,103899,15.13,36,Home Loan,3608,CLOSED
LN13023,CUST04046,2023-08-09,530357,12.2,60,Personal Loan,11851,DELINQUENT
LN13024,CUST03063,2023-07-12,173152,12.65,120,Business Loan,2549,ACTIVE
LN13025,CUST07693,2023-10-05,751976,15.24,180,Business Loan,10648,CLOSED
LN13026,CUST00434,2022-04-01,177277,9.27,24,Home Loan,8120,ACTIVE
LN13027,CUST00608,2022-01-16,478292,11.06,24,Personal Loan,22305,ACTIVE
LN13028,CUST06544,2020-09-20,53830,16.96,120,Home Loan,934,ACTIVE
LN13029,CUST02779,2023-02-15,159129,8.89,60,Home Loan,3294,ACTIVE
LN13030,CUST05010,2024-04-30,238445,15.94,240,Personal Loan,3306,ACTIVE
LN13031,CUST02621,2020-09-11,2685313,15.34,36,Auto Loan,93534,ACTIVE
LN13032,CUST05034,2020-03-29,235197,13.59,12,Education Loan,21072,ACTIVE
LN13033,CUST05067,2022-10-27,2996991,8.95,36,Auto Loan,95233,DELINQUENT
LN13034,CUST04189,2024-02-08,369782,11.49,36,Home Loan,12192,ACTIVE
LN13035,CUST08951,2020-09-11,374679,14.51,60,Home Loan,8817,ACTIVE
LN13036,CUST00910,2021-05-27,76438,10.03,36,Personal Loan,2467,ACTIVE
LN13037,CUST08422,2023-03-12,79039,10.3,60,Home Loan,1691,ACTIVE
LN13038,CUST07708,2020-12-12,189149,15.85,60,Business Loan,4584,DEFAULT
LN13039,CUST08305,2021-11-20,645656,12.9,60,Education Loan,14657,CLOSED
LN13040,CUST03086,2021-02-05,1377172,10.92,12,Education Loan,121665,ACTIVE
LN13041,CUST07992,2024-11-15,2861057,14.94,180,Education Loan,39925,DEFAULT
LN13042,CUST09461,2021-10-31,750471,8.98,12,Business Loan,65622,CLOSED
LN13043,CUST04575,2023-08-27,572553,10.12,120,Home Loan,7604,ACTIVE
LN13044,CUST01163,2023-11-30,383460,10.03,180,Home Loan,4127,ACTIVE
LN13045,CUST07338,2022-02-25,264228,17.18,48,Business Loan,7648,ACTIVE
LN13046,CUST06775,2022-11-13,524032,10.62,120,Business Loan,7106,CLOSED
LN13047,CUST08711,2020-10-11,1380974,11.82,180,Auto Loan,16414,DEFAULT
LN13048,CUST05813,2024-08-09,1101742,9.08,36,Auto Loan,35076,ACTIVE
LN13049,CUST07573,2023-03-07,478428,15.85,120,Education Loan,7969,ACTIVE
LN13050,CUST08334,2021-12-24,1237556,18.18,120,Auto Loan,22442,ACTIVE
LN13051,CUST09259,2024-12-09,637296,12.82,12,Auto Loan,56867,ACTIVE
LN13052,CUST03605,2021-01-23,1829908,13.63,240,Business Loan,22265,CLOSED
LN13053,CUST00288,2023-09-12,324897,18.27,48,Auto Loan,9589,CLOSED
LN13054,CUST05284,2022-12-22,549412,15.25,12,Education Loan,49653,DELINQUENT
LN13055,CUST08428,2023-04-25,1035650,12.47,24,Business Loan,48979,DELINQUENT
LN13056,CUST05093,2020-06-11,2468670,15.97,48,Home Loan,69924,DEFAULT
LN13057,CUST08981,2023-10-03,605739,17.78,120,Auto Loan,10828,ACTIVE
LN13058,CUST05358,2022-12-24,236201,17.06,12,Auto Loan,21549,DELINQUENT
LN13059,CUST00376,2020-08-19,104906,14.47,60,Personal Loan,2466,ACTIVE
LN13060,CUST04125,2022-11-28,493136,14.68,180,Home Loan,6794,ACTIVE
LN13061,CUST08162,2024-08-24,196877,9.03,48,Home Loan,4902,CLOSED
LN13062,CUST00811,2021-10-03,1114117,16.21,48,Education Loan,31694,DELINQUENT
LN13063,CUST07811,2020-03-24,1422154,13.02,48,Personal Loan,38166,ACTIVE
LN13064,CUST09050,2023-11-25,2582092,13.25,60,Home Loan,59081,DELINQUENT
LN13065,CUST08195,2024-04-09,664465,11.87,180,Auto Loan,7919,DELINQUENT
LN13066,CUST01099,2021-01-09,169933,16.44,12,Home Loan,15453,ACTIVE
LN13067,CUST05731,2023-03-18,563143,11.98,240,Personal Loan,6192,ACTIVE
LN13068,CUST06954,2022-08-02,722253,15.71,240,Auto Loan,9891,DEFAULT
LN13069,CUST00385,2023-03-02,822050,18.05,36,Home Loan,29739,CLOSED
LN13070,CUST02993,2023-05-21,1005599,9.4,120,Business Loan,12957,ACTIVE
LN13071,CUST04366,2022-12-06,234654,14.96,24,Home Loan,11373,ACTIVE
LN13072,CUST05023,2020-03-03,1517975,8.87,12,Business Loan,132657,ACTIVE
LN13073,CUST09929,2022-01-08,2835415,15.07,120,Auto Loan,45866,CLOSED
LN13074,CUST03741,2022-02-21,534380,14.1,120,Auto Loan,8329,ACTIVE
LN13075,CUST04459,2023-02-13,538087,10.29,36,Personal Loan,17435,CLOSED
LN13076,CUST06572,2021-12-24,2586233,11.67,36,Auto Loan,85492,ACTIVE
LN13077,CUST03309,2020-09-02,122353,17.86,240,Personal Loan,1875,ACTIVE
LN13078,CUST03318,2024-01-21,1563898,10.73,240,Education Loan,15856,ACTIVE
LN13079,CUST03451,2020-09-15,473097,12.94,24,Education Loan,22478,ACTIVE
LN13080,CUST04310,2023-10-19,107367,15.76,48,Home Loan,3029,CLOSED
LN13081,CUST04557,2021-01-19,333209,15.15,60,Auto Loan,7953,ACTIVE
LN13082,CUST07875,2022-02-06,313641,16.95,36,Home Loan,11174,ACTIVE
LN13083,CUST04107,2023-08-18,744048,17.91,240,Home Loan,11431,ACTIVE
LN13084,CUST08615,2024-02-10,593797,10.68,36,Home Loan,19350,DELINQUENT
LN13085,CUST01716,2024-12-31,1158065,15.25,36,Personal Loan,40286,ACTIVE
LN13086,CUST09374,2020-12-12,562344,17.46,60,Auto Loan,14115,ACTIVE
LN13087,CUST01565,2023-10-11,191245,10.27,48,Home Loan,4875,ACTIVE
LN13088,CUST01064,2020-07-31,2234786,16.99,60,Personal Loan,55528,ACTIVE
LN13089,CUST03227,2024-12-15,185346,18.37,240,Auto Loan,2913,ACTIVE
LN13090,CUST07021,2021-01-09,55245,8.54,12,Auto Loan,4819,ACTIVE
LN13091,CUST00482,2022-04-07,1706372,16.8,12,Business Loan,155467,ACTIVE
LN13092,CUST01653,2024-08-15,586966,12.61,12,Auto Loan,52318,CLOSED
LN13093,CUST09576,2024-09-18,434775,16.47,180,Personal Loan,6528,CLOSED
LN13094,CUST08391,2020-07-21,111515,9.34,48,Personal Loan,2793,ACTIVE
LN13095,CUST06132,2020-02-29,101579,17.61,240,Personal Loan,1537,ACTIVE
LN13096,CUST05606,2024-01-24,2074325,14.1,24,Auto Loan,99692,ACTIVE
LN13097,CUST00760,2023-04-14,157511,12.22,24,Home Loan,7430,ACTIVE
LN13098,CUST00608,2022-03-01,577653,14.67,24,Auto Loan,27917,ACTIVE
LN13099,CUST02218,2020-09-28,433154,11.6,36,Education Loan,14304,ACTIVE
LN13100,CUST07396,2021-09-12,80897,12.94,24,Business Loan,3843,ACTIVE
LN13101,CUST03242,2023-03-23,534170,9.3,240,Personal Loan,4909,ACTIVE
LN13102,CUST07850,2024-11-30,511894,10.62,48,Personal Loan,13135,ACTIVE
LN13103,CUST00552,2023-03-01,329721,18.09,120,Business Loan,5960,ACTIVE
LN13104,CUST01878,2023-12-02,242688,18.0,36,Education Loan,8773,ACTIVE
LN13105,CUST00623,2021-02-03,2579954,9.33,120,Auto Loan,33144,ACTIVE
LN13106,CUST01124,2024-06-04,1405855,16.39,60,Personal Loan,34479,DEFAULT
LN13107,CUST03831,2022-06-23,2554428,14.91,240,Auto Loan,33466,ACTIVE
LN13108,CUST08503,2023-01-28,2880990,8.56,48,Business Loan,71093,DEFAULT
LN13109,CUST03234,2024-04-04,545756,17.48,24,Business Loan,27109,DELINQUENT
LN13110,CUST03201,2024-01-11,146703,13.05,120,Personal Loan,2194,ACTIVE
LN13111,CUST00627,2020-12-04,733125,10.16,12,Personal Loan,64507,ACTIVE
LN13112,CUST08365,2023-01-14,2099802,16.02,240,Education Loan,29245,ACTIVE
LN13113,CUST01361,2022-06-20,2080687,9.58,60,Home Loan,43779,DELINQUENT
LN13114,CUST07174,2024-01-17,642134,9.24,120,Auto Loan,8217,ACTIVE
LN13115,CUST09484,2021-12-09,113500,11.21,48,Auto Loan,2945,DEFAULT
LN13116,CUST05525,2022-07-08,2718357,14.41,12,Business Loan,244598,ACTIVE
LN13117,CUST09437,2021-04-20,175136,12.33,240,Personal Loan,1968,ACTIVE
LN13118,CUST08372,2023-08-05,2996055,11.37,180,Home Loan,34752,CLOSED
LN13119,CUST02200,2020-05-08,237172,8.6,48,Auto Loan,5857,ACTIVE
LN13120,CUST08881,2023-04-20,390863,14.96,24,Business Loan,18944,ACTIVE
LN13121,CUST07198,2024-02-25,108259,10.07,12,Home Loan,9521,ACTIVE
LN13122,CUST08269,2024-10-26,295827,18.18,36,Business Loan,10721,ACTIVE
LN13123,CUST08582,2021-10-23,570304,14.41,60,Education Loan,13391,ACTIVE
LN13124,CUST08692,2024-11-06,215414,12.97,120,Business Loan,3212,ACTIVE
LN13125,CUST06976,2022-01-22,657195,11.2,36,Education Loan,21578,ACTIVE
LN13126,CUST09638,2024-03-11,126642,10.92,60,Education Loan,2748,CLOSED
LN13127,CUST01783,2020-05-07,504290,18.03,12,Home Loan,46240,ACTIVE
LN13128,CUST06957,2020-01-16,97320,11.45,240,Auto Loan,1034,CLOSED
LN13129,CUST03656,2022-06-23,708395,12.58,180,Business Loan,8768,ACTIVE
LN13130,CUST09409,2023-04-01,198676,16.92,120,Business Loan,3442,ACTIVE
LN13131,CUST02882,2020-04-28,439790,10.14,180,Personal Loan,4763,ACTIVE
LN13132,CUST03734,2021-03-10,596895,12.94,180,Auto Loan,7528,ACTIVE
LN13133,CUST01294,2020-05-05,1112726,13.35,12,Personal Loan,99568,ACTIVE
LN13134,CUST00977,2021-07-08,594261,10.22,12,Personal Loan,52305,ACTIVE
LN13135,CUST08449,2021-09-10,70713,9.96,60,Education Loan,1501,DELINQUENT
LN13136,CUST06786,2022-10-03,1192382,16.47,60,Personal Loan,29295,ACTIVE
LN13137,CUST00692,2021-06-17,438937,17.55,240,Education Loan,6622,DEFAULT
LN13138,CUST03314,2020-07-26,597709,11.52,60,Business Loan,13151,ACTIVE
LN13139,CUST02084,2022-05-13,499704,15.71,180,Personal Loan,7238,ACTIVE
LN13140,CUST03904,2024-04-28,444336,15.87,180,Personal Loan,6485,CLOSED
LN13141,CUST08147,2024-10-27,571845,14.96,180,Auto Loan,7987,ACTIVE
LN13142,CUST03420,2023-11-14,624519,10.82,180,Education Loan,7027,ACTIVE
LN13143,CUST06129,2024-12-31,420202,12.67,120,Home Loan,6192,CLOSED
LN13144,CUST02593,2020-03-30,581683,12.03,60,Business Loan,12948,ACTIVE
LN13145,CUST00330,2024-10-06,2616940,15.06,48,Personal Loan,72911,CLOSED
LN13146,CUST08973,2022-12-22,162670,10.94,12,Personal Loan,14372,ACTIVE
LN13147,CUST07644,2020-09-04,687311,15.23,180,Business Loan,9728,CLOSED
LN13148,CUST00839,2022-07-18,116772,11.13,48,Auto Loan,3025,ACTIVE
LN13149,CUST04221,2021-08-31,301223,13.81,36,Auto Loan,10267,ACTIVE
LN13150,CUST08983,2021-10-23,494233,15.1,180,Personal Loan,6951,DEFAULT
LN13151,CUST02363,2024-01-11,235304,17.32,24,Business Loan,11670,ACTIVE
LN13152,CUST01618,2020-06-15,877688,11.62,240,Home Loan,9432,ACTIVE
LN13153,CUST06173,2022-09-07,1713452,16.99,24,Auto Loan,84708,DELINQUENT
LN13154,CUST01053,2023-12-15,2730430,13.09,60,Auto Loan,62251,ACTIVE
LN13155,CUST00809,2023-05-27,173133,13.36,240,Personal Loan,2072,CLOSED
LN13156,CUST08053,2020-08-29,759294,13.81,60,Education Loan,17592,ACTIVE
LN13157,CUST04066,2024-04-19,137326,14.7,12,Education Loan,12375,DELINQUENT
LN13158,CUST05108,2022-04-27,1286191,13.63,36,Personal Loan,43728,ACTIVE
LN13159,CUST09390,2020-11-10,319134,13.44,12,Home Loan,28570,ACTIVE
LN13160,CUST01723,2022-10-13,115037,16.21,240,Home Loan,1618,DEFAULT
LN13161,CUST05137,2021-08-18,97361,9.4,24,Education Loan,4465,ACTIVE
LN13162,CUST01133,2021-12-13,353035,16.72,36,Personal Loan,12537,ACTIVE
LN13163,CUST07519,2023-08-17,372844,16.05,12,Education Loan,33837,CLOSED
LN13164,CUST02690,2023-06-28,1834611,9.47,240,Business Loan,17065,ACTIVE
LN13165,CUST09276,2020-11-17,209353,16.48,180,Personal Loan,3145,CLOSED
LN13166,CUST01897,2024-04-27,237155,10.97,180,Business Loan,2691,ACTIVE
LN13167,CUST09979,2024-06-10,96026,10.63,180,Personal Loan,1069,ACTIVE
LN13168,CUST03861,2023-11-12,2568496,16.63,12,Personal Loan,233808,CLOSED
LN13169,CUST05059,2023-03-23,663058,11.18,60,Home Loan,14476,ACTIVE
LN13170,CUST01482,2022-07-05,1851830,9.76,48,Auto Loan,46754,ACTIVE
LN13171,CUST08074,2023-03-25,465562,16.84,48,Auto Loan,13395,ACTIVE
LN13172,CUST00336,2023-03-25,2241827,12.04,12,Business Loan,199225,DELINQUENT
LN13173,CUST04372,2022-08-08,1507742,10.78,120,Auto Loan,20581,ACTIVE
LN13174,CUST06284,2022-03-24,2568959,17.06,36,Education Loan,91667,ACTIVE
LN13175,CUST06845,2022-06-09,1642649,15.51,60,Personal Loan,39519,DELINQUENT
LN13176,CUST06672,2020-10-30,575514,14.3,120,Auto Loan,9039,CLOSED
LN13177,CUST03350,2023-06-18,177907,9.87,36,Personal Loan,5729,CLOSED
LN13178,CUST07423,2023-09-10,736880,18.13,48,Business Loan,21695,ACTIVE
LN13179,CUST02928,2023-07-06,88588,11.03,60,Home Loan,1927,ACTIVE
LN13180,CUST04123,2020-07-06,2766349,17.49,180,Home Loan,43538,ACTIVE
LN13181,CUST05708,2023-09-14,224512,18.06,12,Personal Loan,20589,DELINQUENT
LN13182,CUST04299,2023-03-21,263857,15.46,48,Home Loan,7405,CLOSED
LN13183,CUST08559,2020-12-19,441087,9.43,48,Education Loan,11066,ACTIVE
LN13184,CUST08661,2022-02-19,147663,13.38,36,Home Loan,5002,ACTIVE
LN13185,CUST08380,2021-07-01,148981,11.93,120,Home Loan,2131,CLOSED
LN13186,CUST02267,2022-09-23,2114348,16.5,60,Education Loan,51980,ACTIVE
LN13187,CUST04757,2022-07-12,423141,17.43,120,Education Loan,7469,ACTIVE
LN13188,CUST09339,2023-06-17,305695,16.11,180,Personal Loan,4513,ACTIVE
LN13189,CUST06460,2022-02-05,336548,13.72,180,Education Loan,4418,ACTIVE
